,result,table,_start,_stop,_time,_value,_field,_measurement,phase
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T17:59:19.191828152Z,272.643,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T17:59:28.562724724Z,272.643,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T17:59:33.611771805Z,272.643,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T17:59:49.125443994Z,272.643,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T17:59:56.565994688Z,272.643,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:00:00.100923173Z,272.643,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:00:12.783851633Z,272.643,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:00:18.862620231Z,272.643,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:00:29.258901498Z,272.855,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:00:36.748997478Z,272.855,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:00:43.659008979Z,272.855,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:00:49.856533459Z,272.855,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:01:00.161181017Z,272.855,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:01:07.779897558Z,272.855,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:01:19.685163574Z,272.855,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:01:27.921865649Z,272.855,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:01:32.976858365Z,272.855,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:01:38.132601681Z,272.855,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:02:00.336613807Z,273.067,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:03:00.073326715Z,273.279,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:03:21.115241059Z,273.279,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:03:33.358565942Z,273.279,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:03:50.866794261Z,273.279,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:04:00.099840467Z,273.279,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:04:07.318705984Z,273.491,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:04:15.827891616Z,273.491,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:04:22.764532778Z,273.491,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:04:29.865815024Z,273.491,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:04:38.224416561Z,273.491,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:04:49.528142982Z,273.491,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:04:57.649626653Z,273.491,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:05:00.118046617Z,273.491,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:05:12.161518761Z,273.491,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:05:18.230821053Z,273.491,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:05:43.014923853Z,273.704,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:05:49.097822743Z,273.704,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:05:59.489286655Z,273.704,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:06:00.103174648Z,273.704,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:06:07.914430752Z,273.704,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:06:14.819673943Z,273.704,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:06:52.957485883Z,273.916,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:06:59.051248054Z,273.916,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:07:00.082978752Z,273.916,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:07:44.374959922Z,273.916,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:07:49.422275767Z,274.128,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:08:00.563891979Z,274.128,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:08:23.446765544Z,274.128,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:08:28.491157707Z,274.128,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:08:37.894872876Z,274.128,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:08:43.929390752Z,274.128,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:09:00.067858311Z,274.34,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:10:00.068148657Z,274.34,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:10:13.469724073Z,274.552,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:10:19.550547543Z,274.552,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:10:37.174086918Z,274.552,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:10:44.25214392Z,274.552,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:10:52.997199146Z,274.552,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:11:00.093038537Z,274.552,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:11:00.69588332Z,274.552,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:11:43.972613301Z,274.765,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:11:50.059967533Z,274.765,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:12:00.098340731Z,274.765,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:12:24.078047525Z,274.765,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:12:29.120763814Z,274.765,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:13:00.187557158Z,274.977,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:13:31.946498288Z,274.977,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:13:37.106063773Z,274.977,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:14:00.070820188Z,275.189,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:14:04.875867059Z,275.189,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:14:12.678344151Z,275.189,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:14:34.714433896Z,275.189,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:14:42.948074358Z,275.189,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:14:59.411187272Z,275.401,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:15:00.077208538Z,275.401,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:15:43.63474426Z,275.401,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:15:48.791063329Z,275.401,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:16:00.079477059Z,275.401,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:16:49.470797552Z,275.613,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:16:54.498286823Z,275.613,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:17:00.090315098Z,275.613,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:17:42.496658355Z,275.826,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:17:51.256840325Z,275.826,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:18:00.097966677Z,275.826,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:18:12.7522951Z,275.826,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:18:18.830759904Z,275.826,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:18:24.100065232Z,275.826,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:18:31.18396325Z,275.826,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:18:38.494460576Z,276.038,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:19:00.074083605Z,276.038,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:19:05.236789428Z,276.038,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:19:12.445961664Z,276.038,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:19:18.521834635Z,276.038,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:19:44.330560489Z,276.038,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:19:54.628881734Z,276.25,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:20:00.088867448Z,276.25,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:20:18.292319486Z,276.25,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:20:24.357760246Z,276.25,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:20:38.238522345Z,276.25,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:20:45.957658124Z,276.25,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:21:00.076354141Z,276.25,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:21:28.2218588Z,276.462,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:21:34.283463472Z,276.462,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:21:42.61988846Z,276.462,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:21:48.693351268Z,276.462,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:21:57.225988512Z,276.462,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:22:00.09390224Z,276.462,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:23:00.080798522Z,276.674,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:24:00.088196902Z,276.887,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:25:00.0868078Z,277.099,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:26:00.071293369Z,277.311,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:26:08.849554376Z,277.311,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:26:13.906917721Z,277.311,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:26:58.203427125Z,277.311,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:27:00.058922008Z,277.311,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:27:03.271561836Z,277.311,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:27:09.531609533Z,277.523,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:27:14.578538578Z,277.523,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:27:23.104062653Z,277.523,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:27:33.240278452Z,277.523,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:27:38.236688991Z,277.523,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:28:00.062912573Z,277.523,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:28:05.211791948Z,277.523,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:28:17.545787453Z,277.735,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:28:25.555719001Z,277.735,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:28:49.313760879Z,277.735,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:28:54.369591232Z,277.735,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:29:00.062697921Z,277.735,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:30:00.050145612Z,277.948,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:31:00.062671572Z,278.16,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:31:09.129869414Z,278.16,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:31:17.810323891Z,278.16,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:31:53.355080161Z,278.372,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:31:59.411341852Z,278.372,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:32:00.067748608Z,278.372,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:32:23.167871994Z,278.372,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:32:29.242346003Z,278.372,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:32:42.727779077Z,278.372,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:32:48.798065014Z,278.372,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:32:57.011096815Z,278.372,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:33:00.064201803Z,278.372,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:33:04.222399128Z,278.372,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:33:22.826965669Z,278.584,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:33:40.314134649Z,278.584,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:33:48.564637837Z,278.584,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:33:59.885493485Z,278.584,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:34:00.060403892Z,278.584,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:34:08.311917625Z,278.584,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:34:19.426760821Z,278.796,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:34:24.602856412Z,278.796,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:34:47.218173439Z,278.796,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:34:53.40491086Z,278.796,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:34:59.473297624Z,278.796,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:35:00.081588456Z,278.796,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:35:43.782204705Z,279.009,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:35:49.85515417Z,279.009,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:36:00.04753506Z,279.009,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:36:08.470478975Z,279.009,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:36:13.510236529Z,279.009,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:37:00.061230157Z,279.221,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:38:00.125452009Z,279.433,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:38:08.761795136Z,279.433,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:38:14.820840443Z,279.433,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:38:24.178050045Z,279.433,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:38:29.261459011Z,279.433,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:38:38.589509437Z,279.433,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:38:43.648675764Z,279.433,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:39:00.05785076Z,279.433,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:39:12.526867945Z,279.645,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:39:19.735967221Z,279.645,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:39:38.258763069Z,279.645,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:39:49.57588008Z,279.645,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:40:00.04114694Z,279.645,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:40:05.029887606Z,279.645,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:40:10.066890695Z,279.645,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:41:00.044369983Z,279.857,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:41:42.687025354Z,280.07,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:41:48.756005704Z,280.07,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:41:58.115518335Z,280.07,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:42:00.039957696Z,280.07,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:42:04.190738833Z,280.07,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:42:51.835760789Z,280.282,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:42:58.801888575Z,280.282,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:43:00.038815393Z,280.282,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:43:13.216208775Z,280.282,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:43:19.28078619Z,280.282,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:44:00.039504249Z,280.494,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:44:13.875896183Z,280.494,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:44:19.958751433Z,280.494,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:44:38.558129596Z,280.494,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:44:44.642277502Z,280.494,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:44:49.88391452Z,280.494,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:45:00.03746582Z,280.494,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:45:27.963229419Z,280.706,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:45:34.003961791Z,280.706,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:45:43.5318641Z,280.706,total_wh,energy,alpha
,_result,1,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-21T18:45:54.707883863Z,280.706,total_wh,energy,alpha
