time,node,metric,value
2026-07-21T13:20:22.843212341Z,CC8DA20CDB50,humidity,61.8
2026-07-21T13:20:27.283309801Z,CC8DA20CDB50,humidity,58.9
2026-07-21T13:20:27.304994329Z,CC8DA20CDB50,humidity,58.9
2026-07-21T13:20:32.220094687Z,CC8DA20CDB50,humidity,57.1
2026-07-21T13:20:32.246287128Z,CC8DA20CDB50,humidity,57.1
2026-07-21T13:20:37.679887125Z,CC8DA20CDB50,humidity,62.0
2026-07-21T13:20:37.701042956Z,CC8DA20CDB50,humidity,62.0
2026-07-21T13:20:42.425016321Z,CC8DA20CDB50,humidity,62.5
2026-07-21T13:20:42.445760363Z,CC8DA20CDB50,humidity,62.5
2026-07-21T13:20:47.568123016Z,CC8DA20CDB50,humidity,60.6
2026-07-21T13:20:47.59160159Z,CC8DA20CDB50,humidity,60.6
2026-07-21T13:20:52.417459447Z,CC8DA20CDB50,humidity,58.6
2026-07-21T13:20:52.435823672Z,CC8DA20CDB50,humidity,58.6
2026-07-21T13:20:57.335351046Z,CC8DA20CDB50,humidity,59.3
2026-07-21T13:20:57.356658505Z,CC8DA20CDB50,humidity,59.3
2026-07-21T13:21:02.289630182Z,CC8DA20CDB50,humidity,57.3
2026-07-21T13:21:02.309564699Z,CC8DA20CDB50,humidity,57.3
2026-07-21T13:21:07.374565743Z,CC8DA20CDB50,humidity,57.1
2026-07-21T13:21:07.527810118Z,CC8DA20CDB50,humidity,57.1
2026-07-21T13:21:12.23166533Z,CC8DA20CDB50,humidity,60.6
2026-07-21T13:21:12.265228143Z,CC8DA20CDB50,humidity,60.6
2026-07-21T13:21:17.222678126Z,CC8DA20CDB50,humidity,59.3
2026-07-21T13:21:17.24865796Z,CC8DA20CDB50,humidity,59.3
2026-07-21T13:21:22.552983709Z,CC8DA20CDB50,humidity,58.0
2026-07-21T13:21:22.572863023Z,CC8DA20CDB50,humidity,58.0
2026-07-21T13:21:27.54758856Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:21:27.567997181Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:21:32.402363453Z,CC8DA20CDB50,humidity,59.8
2026-07-21T13:21:32.423668449Z,CC8DA20CDB50,humidity,59.8
2026-07-21T13:21:37.235920633Z,CC8DA20CDB50,humidity,62.0
2026-07-21T13:21:37.267225184Z,CC8DA20CDB50,humidity,62.0
2026-07-21T13:21:42.551016735Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:21:42.570012507Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:21:47.408724477Z,CC8DA20CDB50,humidity,62.5
2026-07-21T13:21:47.444548293Z,CC8DA20CDB50,humidity,62.5
2026-07-21T13:21:52.229364816Z,CC8DA20CDB50,humidity,58.1
2026-07-21T13:21:52.256075973Z,CC8DA20CDB50,humidity,58.1
2026-07-21T13:21:57.340086032Z,CC8DA20CDB50,humidity,60.9
2026-07-21T13:21:57.361325363Z,CC8DA20CDB50,humidity,60.9
2026-07-21T13:22:02.460195023Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:22:02.483827541Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:22:07.713975562Z,CC8DA20CDB50,humidity,57.0
2026-07-21T13:22:07.736542743Z,CC8DA20CDB50,humidity,57.0
2026-07-21T13:22:12.663288452Z,CC8DA20CDB50,humidity,62.0
2026-07-21T13:22:12.688741516Z,CC8DA20CDB50,humidity,62.0
2026-07-21T13:22:17.566808515Z,CC8DA20CDB50,humidity,57.0
2026-07-21T13:22:17.590015094Z,CC8DA20CDB50,humidity,57.0
2026-07-21T13:22:22.613298004Z,CC8DA20CDB50,humidity,58.0
2026-07-21T13:22:22.635419452Z,CC8DA20CDB50,humidity,58.0
2026-07-21T13:22:27.679407264Z,CC8DA20CDB50,humidity,58.3
2026-07-21T13:22:27.702432531Z,CC8DA20CDB50,humidity,58.3
2026-07-21T13:22:32.557753982Z,CC8DA20CDB50,humidity,57.6
2026-07-21T13:22:32.579057164Z,CC8DA20CDB50,humidity,57.6
2026-07-21T13:22:38.001650745Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:22:38.022772985Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:22:42.753377774Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:22:42.780051931Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:22:47.643380596Z,CC8DA20CDB50,humidity,59.7
2026-07-21T13:22:47.668620312Z,CC8DA20CDB50,humidity,59.7
2026-07-21T13:22:52.378258056Z,CC8DA20CDB50,humidity,62.5
2026-07-21T13:22:52.405804552Z,CC8DA20CDB50,humidity,62.5
2026-07-21T13:22:57.806301287Z,CC8DA20CDB50,humidity,62.2
2026-07-21T13:22:57.825421206Z,CC8DA20CDB50,humidity,62.2
2026-07-21T13:23:02.730917039Z,CC8DA20CDB50,humidity,57.8
2026-07-21T13:23:02.749666296Z,CC8DA20CDB50,humidity,57.8
2026-07-21T13:23:07.616602081Z,CC8DA20CDB50,humidity,61.5
2026-07-21T13:23:07.653709972Z,CC8DA20CDB50,humidity,61.5
2026-07-21T13:23:12.792610594Z,CC8DA20CDB50,humidity,58.4
2026-07-21T13:23:12.813707242Z,CC8DA20CDB50,humidity,58.4
2026-07-21T13:23:17.742544671Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:23:17.763938278Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:23:22.679402487Z,CC8DA20CDB50,humidity,61.8
2026-07-21T13:23:22.704175062Z,CC8DA20CDB50,humidity,61.8
2026-07-21T13:23:27.246628415Z,CC8DA20CDB50,humidity,59.8
2026-07-21T13:23:27.268801862Z,CC8DA20CDB50,humidity,59.8
2026-07-21T13:23:32.544408896Z,CC8DA20CDB50,humidity,62.8
2026-07-21T13:23:32.565393398Z,CC8DA20CDB50,humidity,62.8
2026-07-21T13:23:37.354116144Z,CC8DA20CDB50,humidity,60.0
2026-07-21T13:23:37.375611342Z,CC8DA20CDB50,humidity,60.0
2026-07-21T13:23:42.659144048Z,CC8DA20CDB50,humidity,61.5
2026-07-21T13:23:42.678854495Z,CC8DA20CDB50,humidity,61.5
2026-07-21T13:23:47.885968959Z,CC8DA20CDB50,humidity,59.6
2026-07-21T13:23:47.907457768Z,CC8DA20CDB50,humidity,59.6
2026-07-21T13:23:52.763625008Z,CC8DA20CDB50,humidity,57.4
2026-07-21T13:23:52.787319784Z,CC8DA20CDB50,humidity,57.4
2026-07-21T13:23:57.679725767Z,CC8DA20CDB50,humidity,59.4
2026-07-21T13:23:57.706386517Z,CC8DA20CDB50,humidity,59.4
2026-07-21T13:24:02.275942633Z,CC8DA20CDB50,humidity,60.0
2026-07-21T13:24:02.298496075Z,CC8DA20CDB50,humidity,60.0
2026-07-21T13:24:07.796297266Z,CC8DA20CDB50,humidity,59.2
2026-07-21T13:24:07.816779182Z,CC8DA20CDB50,humidity,59.2
2026-07-21T13:24:12.444896084Z,CC8DA20CDB50,humidity,62.1
2026-07-21T13:24:12.470088283Z,CC8DA20CDB50,humidity,62.1
2026-07-21T13:24:17.416170005Z,CC8DA20CDB50,humidity,62.3
2026-07-21T13:24:17.437430929Z,CC8DA20CDB50,humidity,62.3
2026-07-21T13:24:22.891448495Z,CC8DA20CDB50,humidity,62.9
2026-07-21T13:24:22.915800984Z,CC8DA20CDB50,humidity,62.9
2026-07-21T13:24:28.33503176Z,CC8DA20CDB50,humidity,58.1
2026-07-21T13:24:28.353778017Z,CC8DA20CDB50,humidity,58.1
2026-07-21T13:24:32.670769354Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:24:32.692834766Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:24:37.299126443Z,CC8DA20CDB50,humidity,57.4
2026-07-21T13:24:37.320551828Z,CC8DA20CDB50,humidity,57.4
2026-07-21T13:24:42.807017378Z,CC8DA20CDB50,humidity,59.1
2026-07-21T13:24:42.832711902Z,CC8DA20CDB50,humidity,59.1
2026-07-21T13:24:47.461721103Z,CC8DA20CDB50,humidity,62.3
2026-07-21T13:24:47.488287319Z,CC8DA20CDB50,humidity,62.3
2026-07-21T13:24:52.710954866Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:24:52.732579766Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:24:57.279646234Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:24:57.30911748Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:25:02.780581795Z,CC8DA20CDB50,humidity,60.7
2026-07-21T13:25:02.802467598Z,CC8DA20CDB50,humidity,60.7
2026-07-21T13:25:07.735273034Z,CC8DA20CDB50,humidity,61.7
2026-07-21T13:25:07.760405808Z,CC8DA20CDB50,humidity,61.7
2026-07-21T13:25:12.329120468Z,CC8DA20CDB50,humidity,60.3
2026-07-21T13:25:12.362643228Z,CC8DA20CDB50,humidity,60.3
2026-07-21T13:25:17.584645885Z,CC8DA20CDB50,humidity,57.3
2026-07-21T13:25:17.605291244Z,CC8DA20CDB50,humidity,57.3
2026-07-21T13:25:22.821292255Z,CC8DA20CDB50,humidity,59.9
2026-07-21T13:25:22.845809335Z,CC8DA20CDB50,humidity,59.9
2026-07-21T13:25:27.697520461Z,CC8DA20CDB50,humidity,58.0
2026-07-21T13:25:27.723218189Z,CC8DA20CDB50,humidity,58.0
2026-07-21T13:25:32.297972925Z,CC8DA20CDB50,humidity,60.8
2026-07-21T13:25:32.320452794Z,CC8DA20CDB50,humidity,60.8
2026-07-21T13:25:37.502700137Z,CC8DA20CDB50,humidity,57.0
2026-07-21T13:25:37.524240705Z,CC8DA20CDB50,humidity,57.0
2026-07-21T13:25:42.771808525Z,CC8DA20CDB50,humidity,61.6
2026-07-21T13:25:42.794692962Z,CC8DA20CDB50,humidity,61.6
2026-07-21T13:25:47.663656516Z,CC8DA20CDB50,humidity,59.5
2026-07-21T13:25:47.693320464Z,CC8DA20CDB50,humidity,59.5
2026-07-21T13:25:52.664014582Z,CC8DA20CDB50,humidity,59.8
2026-07-21T13:25:52.685067768Z,CC8DA20CDB50,humidity,59.8
2026-07-21T13:25:57.827965884Z,CC8DA20CDB50,humidity,61.8
2026-07-21T13:25:57.846859343Z,CC8DA20CDB50,humidity,61.8
2026-07-21T13:26:02.752385403Z,CC8DA20CDB50,humidity,59.7
2026-07-21T13:26:02.774877995Z,CC8DA20CDB50,humidity,59.7
2026-07-21T13:26:07.597950083Z,CC8DA20CDB50,humidity,57.9
2026-07-21T13:26:07.622999784Z,CC8DA20CDB50,humidity,57.9
2026-07-21T13:26:12.868948213Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:26:12.891058865Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:26:17.535435047Z,CC8DA20CDB50,humidity,60.8
2026-07-21T13:26:17.55607048Z,CC8DA20CDB50,humidity,60.8
2026-07-21T13:26:22.352986563Z,CC8DA20CDB50,humidity,59.6
2026-07-21T13:26:22.375304249Z,CC8DA20CDB50,humidity,59.6
2026-07-21T13:26:27.56618814Z,CC8DA20CDB50,humidity,62.3
2026-07-21T13:26:27.586282027Z,CC8DA20CDB50,humidity,62.3
2026-07-21T13:26:32.811153343Z,CC8DA20CDB50,humidity,57.2
2026-07-21T13:26:32.832326028Z,CC8DA20CDB50,humidity,57.2
2026-07-21T13:26:37.779832252Z,CC8DA20CDB50,humidity,57.3
2026-07-21T13:26:37.801260545Z,CC8DA20CDB50,humidity,57.3
2026-07-21T13:26:42.531073605Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:26:42.552779245Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:26:47.875964778Z,CC8DA20CDB50,humidity,59.1
2026-07-21T13:26:47.900907833Z,CC8DA20CDB50,humidity,59.1
2026-07-21T13:26:52.459518337Z,CC8DA20CDB50,humidity,59.1
2026-07-21T13:26:52.48004442Z,CC8DA20CDB50,humidity,59.1
2026-07-21T13:26:57.721930893Z,CC8DA20CDB50,humidity,57.5
2026-07-21T13:26:57.74528562Z,CC8DA20CDB50,humidity,57.5
2026-07-21T13:27:02.65043968Z,CC8DA20CDB50,humidity,60.9
2026-07-21T13:27:02.672970549Z,CC8DA20CDB50,humidity,60.9
2026-07-21T13:27:07.54491444Z,CC8DA20CDB50,humidity,61.1
2026-07-21T13:27:07.572148887Z,CC8DA20CDB50,humidity,61.1
2026-07-21T13:27:12.776107067Z,CC8DA20CDB50,humidity,58.6
2026-07-21T13:27:12.799593588Z,CC8DA20CDB50,humidity,58.6
2026-07-21T13:27:17.683616548Z,CC8DA20CDB50,humidity,61.5
2026-07-21T13:27:17.709792566Z,CC8DA20CDB50,humidity,61.5
2026-07-21T13:27:22.921293383Z,CC8DA20CDB50,humidity,57.5
2026-07-21T13:27:22.945442542Z,CC8DA20CDB50,humidity,57.5
2026-07-21T13:27:27.835711121Z,CC8DA20CDB50,humidity,58.7
2026-07-21T13:27:27.863676612Z,CC8DA20CDB50,humidity,58.7
2026-07-21T13:27:32.549349255Z,CC8DA20CDB50,humidity,62.6
2026-07-21T13:27:32.56863895Z,CC8DA20CDB50,humidity,62.6
2026-07-21T13:27:37.597769323Z,CC8DA20CDB50,humidity,59.6
2026-07-21T13:27:37.621682597Z,CC8DA20CDB50,humidity,59.6
2026-07-21T13:27:42.529609109Z,CC8DA20CDB50,humidity,59.6
2026-07-21T13:27:42.548102741Z,CC8DA20CDB50,humidity,59.6
2026-07-21T13:27:47.808564053Z,CC8DA20CDB50,humidity,60.4
2026-07-21T13:27:47.83041995Z,CC8DA20CDB50,humidity,60.4
2026-07-21T13:27:52.710845508Z,CC8DA20CDB50,humidity,62.1
2026-07-21T13:27:52.737117747Z,CC8DA20CDB50,humidity,62.1
2026-07-21T13:27:57.616226995Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:27:57.644210579Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:28:02.859108468Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:28:02.878784509Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:28:07.739682257Z,CC8DA20CDB50,humidity,62.0
2026-07-21T13:28:07.792996205Z,CC8DA20CDB50,humidity,62.0
2026-07-21T13:28:12.346106679Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:28:12.370150118Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:28:17.630109589Z,CC8DA20CDB50,humidity,57.7
2026-07-21T13:28:17.651732397Z,CC8DA20CDB50,humidity,57.7
2026-07-21T13:28:22.475888608Z,CC8DA20CDB50,humidity,57.0
2026-07-21T13:28:22.508040723Z,CC8DA20CDB50,humidity,57.0
2026-07-21T13:28:27.296212046Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:28:27.321413375Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:28:32.374373415Z,CC8DA20CDB50,humidity,60.2
2026-07-21T13:28:32.393699498Z,CC8DA20CDB50,humidity,60.2
2026-07-21T13:28:37.507345176Z,CC8DA20CDB50,humidity,62.2
2026-07-21T13:28:37.529626826Z,CC8DA20CDB50,humidity,62.2
2026-07-21T13:28:42.775772039Z,CC8DA20CDB50,humidity,58.1
2026-07-21T13:28:42.798930862Z,CC8DA20CDB50,humidity,58.1
2026-07-21T13:28:47.373056397Z,CC8DA20CDB50,humidity,57.3
2026-07-21T13:28:47.402431831Z,CC8DA20CDB50,humidity,57.3
2026-07-21T13:28:52.456905879Z,CC8DA20CDB50,humidity,57.9
2026-07-21T13:28:52.4849705Z,CC8DA20CDB50,humidity,57.9
2026-07-21T13:28:57.489773827Z,CC8DA20CDB50,humidity,57.3
2026-07-21T13:28:57.514404127Z,CC8DA20CDB50,humidity,57.3
2026-07-21T13:29:02.453625673Z,CC8DA20CDB50,humidity,60.7
2026-07-21T13:29:02.472818369Z,CC8DA20CDB50,humidity,60.7
2026-07-21T13:29:07.417226433Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:29:07.44409759Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:29:12.615195011Z,CC8DA20CDB50,humidity,58.1
2026-07-21T13:29:12.639239691Z,CC8DA20CDB50,humidity,58.1
2026-07-21T13:29:17.460209632Z,CC8DA20CDB50,humidity,57.0
2026-07-21T13:29:17.486105618Z,CC8DA20CDB50,humidity,57.0
2026-07-21T13:29:22.380893225Z,CC8DA20CDB50,humidity,60.2
2026-07-21T13:29:22.401769914Z,CC8DA20CDB50,humidity,60.2
2026-07-21T13:29:27.60063123Z,CC8DA20CDB50,humidity,58.2
2026-07-21T13:29:27.621445809Z,CC8DA20CDB50,humidity,58.2
2026-07-21T13:29:32.569156432Z,CC8DA20CDB50,humidity,58.7
2026-07-21T13:29:32.591360751Z,CC8DA20CDB50,humidity,58.7
2026-07-21T13:29:37.429956478Z,CC8DA20CDB50,humidity,62.0
2026-07-21T13:29:37.453102579Z,CC8DA20CDB50,humidity,62.0
2026-07-21T13:29:42.349823409Z,CC8DA20CDB50,humidity,58.3
2026-07-21T13:29:42.371366367Z,CC8DA20CDB50,humidity,58.3
2026-07-21T13:29:47.677662692Z,CC8DA20CDB50,humidity,57.7
2026-07-21T13:29:47.70024969Z,CC8DA20CDB50,humidity,57.7
2026-07-21T13:29:52.531996954Z,CC8DA20CDB50,humidity,62.8
2026-07-21T13:29:52.55436801Z,CC8DA20CDB50,humidity,62.8
2026-07-21T13:29:57.728738226Z,CC8DA20CDB50,humidity,60.0
2026-07-21T13:29:57.755841842Z,CC8DA20CDB50,humidity,60.0
2026-07-21T13:30:02.309894828Z,CC8DA20CDB50,humidity,59.4
2026-07-21T13:30:02.329727885Z,CC8DA20CDB50,humidity,59.4
2026-07-21T13:30:07.753733678Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:30:07.782848894Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:30:12.803842433Z,CC8DA20CDB50,humidity,58.0
2026-07-21T13:30:12.826944182Z,CC8DA20CDB50,humidity,58.0
2026-07-21T13:30:17.364897711Z,CC8DA20CDB50,humidity,60.7
2026-07-21T13:30:17.385908288Z,CC8DA20CDB50,humidity,60.7
2026-07-21T13:30:22.309229134Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:30:22.331209863Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:30:27.711323838Z,CC8DA20CDB50,humidity,60.3
2026-07-21T13:30:27.735831252Z,CC8DA20CDB50,humidity,60.3
2026-07-21T13:30:32.415232836Z,CC8DA20CDB50,humidity,59.4
2026-07-21T13:30:32.444474254Z,CC8DA20CDB50,humidity,59.4
2026-07-21T13:30:37.346051153Z,CC8DA20CDB50,humidity,62.2
2026-07-21T13:30:37.367840533Z,CC8DA20CDB50,humidity,62.2
2026-07-21T13:30:42.326893285Z,CC8DA20CDB50,humidity,59.4
2026-07-21T13:30:42.347699365Z,CC8DA20CDB50,humidity,59.4
2026-07-21T13:30:47.751822921Z,CC8DA20CDB50,humidity,60.2
2026-07-21T13:30:47.777414893Z,CC8DA20CDB50,humidity,60.2
2026-07-21T13:30:52.943381986Z,CC8DA20CDB50,humidity,59.9
2026-07-21T13:30:52.964397341Z,CC8DA20CDB50,humidity,59.9
2026-07-21T13:30:57.683843898Z,CC8DA20CDB50,humidity,60.1
2026-07-21T13:30:57.710176174Z,CC8DA20CDB50,humidity,60.1
2026-07-21T13:31:02.895302952Z,CC8DA20CDB50,humidity,60.3
2026-07-21T13:31:02.91605844Z,CC8DA20CDB50,humidity,60.3
2026-07-21T13:31:07.885673548Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:31:07.908688207Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:31:12.644057757Z,CC8DA20CDB50,humidity,60.7
2026-07-21T13:31:12.759103624Z,CC8DA20CDB50,humidity,60.7
2026-07-21T13:31:17.931030475Z,CC8DA20CDB50,humidity,57.9
2026-07-21T13:31:17.952216661Z,CC8DA20CDB50,humidity,57.9
2026-07-21T13:31:22.825155563Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:31:22.855326948Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:31:27.615818614Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:31:27.648422686Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:31:32.382379785Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:31:32.405763549Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:31:37.888685277Z,CC8DA20CDB50,humidity,62.3
2026-07-21T13:31:37.907789826Z,CC8DA20CDB50,humidity,62.3
2026-07-21T13:31:42.407932622Z,CC8DA20CDB50,humidity,57.7
2026-07-21T13:31:42.440117311Z,CC8DA20CDB50,humidity,57.7
2026-07-21T13:31:47.703655614Z,CC8DA20CDB50,humidity,57.9
2026-07-21T13:31:47.729330214Z,CC8DA20CDB50,humidity,57.9
2026-07-21T13:31:52.333016718Z,CC8DA20CDB50,humidity,62.4
2026-07-21T13:31:52.357626093Z,CC8DA20CDB50,humidity,62.4
2026-07-21T13:31:57.520138259Z,CC8DA20CDB50,humidity,62.6
2026-07-21T13:31:57.540968282Z,CC8DA20CDB50,humidity,62.6
2026-07-21T13:32:02.465267411Z,CC8DA20CDB50,humidity,62.9
2026-07-21T13:32:02.486531004Z,CC8DA20CDB50,humidity,62.9
2026-07-21T13:32:07.540503629Z,CC8DA20CDB50,humidity,59.8
2026-07-21T13:32:07.559047356Z,CC8DA20CDB50,humidity,59.8
2026-07-21T13:32:12.923039908Z,CC8DA20CDB50,humidity,61.1
2026-07-21T13:32:12.945278879Z,CC8DA20CDB50,humidity,61.1
2026-07-21T13:32:17.835388312Z,CC8DA20CDB50,humidity,58.6
2026-07-21T13:32:17.856880437Z,CC8DA20CDB50,humidity,58.6
2026-07-21T13:32:22.715174871Z,CC8DA20CDB50,humidity,57.8
2026-07-21T13:32:22.737132435Z,CC8DA20CDB50,humidity,57.8
2026-07-21T13:32:27.958029397Z,CC8DA20CDB50,humidity,61.2
2026-07-21T13:32:27.984971748Z,CC8DA20CDB50,humidity,61.2
2026-07-21T13:32:32.874981918Z,CC8DA20CDB50,humidity,57.1
2026-07-21T13:32:32.898747833Z,CC8DA20CDB50,humidity,57.1
2026-07-21T13:32:37.450266737Z,CC8DA20CDB50,humidity,58.8
2026-07-21T13:32:37.468710681Z,CC8DA20CDB50,humidity,58.8
2026-07-21T13:32:42.648011256Z,CC8DA20CDB50,humidity,57.7
2026-07-21T13:32:42.67357943Z,CC8DA20CDB50,humidity,57.7
2026-07-21T13:32:47.891791515Z,CC8DA20CDB50,humidity,62.4
2026-07-21T13:32:47.913041302Z,CC8DA20CDB50,humidity,62.4
2026-07-21T13:32:52.538874484Z,CC8DA20CDB50,humidity,59.5
2026-07-21T13:32:52.559387128Z,CC8DA20CDB50,humidity,59.5
2026-07-21T13:32:57.77744844Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:32:57.800347284Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:33:02.706244795Z,CC8DA20CDB50,humidity,60.8
2026-07-21T13:33:02.728065074Z,CC8DA20CDB50,humidity,60.8
2026-07-21T13:33:07.891149695Z,CC8DA20CDB50,humidity,60.6
2026-07-21T13:33:07.910798437Z,CC8DA20CDB50,humidity,60.6
2026-07-21T13:33:12.804075955Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:33:12.827354884Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:33:17.675173814Z,CC8DA20CDB50,humidity,59.5
2026-07-21T13:33:17.696055413Z,CC8DA20CDB50,humidity,59.5
2026-07-21T13:33:22.954903728Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:33:22.976315007Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:33:27.854554403Z,CC8DA20CDB50,humidity,61.1
2026-07-21T13:33:27.878822987Z,CC8DA20CDB50,humidity,61.1
2026-07-21T13:33:32.348788319Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:33:32.374926513Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:33:37.3465374Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:33:37.365102832Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:33:42.941556879Z,CC8DA20CDB50,humidity,60.2
2026-07-21T13:33:42.967628349Z,CC8DA20CDB50,humidity,60.2
2026-07-21T13:33:47.843922275Z,CC8DA20CDB50,humidity,62.2
2026-07-21T13:33:47.865381326Z,CC8DA20CDB50,humidity,62.2
2026-07-21T13:33:52.40431565Z,CC8DA20CDB50,humidity,60.6
2026-07-21T13:33:52.425143206Z,CC8DA20CDB50,humidity,60.6
2026-07-21T13:33:57.98675888Z,CC8DA20CDB50,humidity,60.7
2026-07-21T13:33:58.008186873Z,CC8DA20CDB50,humidity,60.7
2026-07-21T13:34:02.867954207Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:34:02.88988264Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:34:07.822036042Z,CC8DA20CDB50,humidity,62.3
2026-07-21T13:34:07.840678803Z,CC8DA20CDB50,humidity,62.3
2026-07-21T13:34:12.685353667Z,CC8DA20CDB50,humidity,62.2
2026-07-21T13:34:12.709876942Z,CC8DA20CDB50,humidity,62.2
2026-07-21T13:34:17.896181694Z,CC8DA20CDB50,humidity,58.0
2026-07-21T13:34:17.919965679Z,CC8DA20CDB50,humidity,58.0
2026-07-21T13:34:22.87510917Z,CC8DA20CDB50,humidity,62.4
2026-07-21T13:34:22.894454458Z,CC8DA20CDB50,humidity,62.4
2026-07-21T13:34:27.431266247Z,CC8DA20CDB50,humidity,58.3
2026-07-21T13:34:27.460248956Z,CC8DA20CDB50,humidity,58.3
2026-07-21T13:34:32.68079584Z,CC8DA20CDB50,humidity,57.7
2026-07-21T13:34:32.702018218Z,CC8DA20CDB50,humidity,57.7
2026-07-21T13:34:37.409136636Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:34:37.428534792Z,CC8DA20CDB50,humidity,61.0
2026-07-21T13:34:42.407330111Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:34:42.441060824Z,CC8DA20CDB50,humidity,62.7
2026-07-21T13:34:47.398435465Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:34:47.422132316Z,CC8DA20CDB50,humidity,63.0
2026-07-21T13:34:52.81874807Z,CC8DA20CDB50,humidity,59.7
2026-07-21T13:34:52.841537707Z,CC8DA20CDB50,humidity,59.7
2026-07-21T13:34:57.889027178Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:34:57.911400948Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:35:02.599175989Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:35:02.620110737Z,CC8DA20CDB50,humidity,59.0
2026-07-21T13:35:07.363199006Z,CC8DA20CDB50,humidity,57.4
2026-07-21T13:35:07.386887446Z,CC8DA20CDB50,humidity,57.4
2026-07-21T13:35:12.880618405Z,CC8DA20CDB50,humidity,61.5
2026-07-21T13:35:12.902447771Z,CC8DA20CDB50,humidity,61.5
2026-07-21T13:35:17.859927135Z,CC8DA20CDB50,humidity,58.9
2026-07-21T13:35:17.88427964Z,CC8DA20CDB50,humidity,58.9
2026-07-21T13:35:22.366768642Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:35:22.39038584Z,CC8DA20CDB50,humidity,60.5
2026-07-21T13:35:27.647068135Z,CC8DA20CDB50,humidity,59.8
2026-07-21T13:35:27.668533465Z,CC8DA20CDB50,humidity,59.8
2026-07-21T13:35:32.892125727Z,CC8DA20CDB50,humidity,58.9
2026-07-21T13:35:32.91641062Z,CC8DA20CDB50,humidity,58.9
2026-07-21T13:35:37.49244786Z,CC8DA20CDB50,humidity,57.1
2026-07-21T13:35:37.522233324Z,CC8DA20CDB50,humidity,57.1
2026-07-21T13:35:42.728755741Z,CC8DA20CDB50,humidity,62.6
